cusip,name,indicator,type,issuedate,currface,cfincmo,cfinfed,cfinplat,coupon,gwac,wala,wam,va,pastactcpr,cpr,cprprediction,cprpredictionnext,pastactcdr,cdr,cdrprediction,cdrpredictionnext,date
3622A2BK7,783642,M,SP,20120801,797876.08,564057.838639155,,197481.07378183602,5,5.503,171,177,,0.2129820069934767,0.19934473326847824,0.2117673697390029,0.20947907456647574,0.017954259829289332,0.027691867959056427,0.018459700613231322,0.015912591967226053,2021-09-01
3622A2BM3,783644,M,SP,20120801,164336691.53,,,,4,4.307,117,231,,0.27947842318700455,0.27033231428790094,0.2690896856500863,0.26705050019352583,0.02100249711593216,0.026734231976515366,0.017505012345471416,0.015380140417182053,2021-09-01
3622A2BP6,783646,M,SP,20120901,14530063.79,,,,3.5,3.799,110,238,,0.31038458874911945,0.28270214044281383,0.2823129044158147,0.2804888460780368,0.03506291644251658,0.021179097296658234,0.016163633443249004,0.014437391654821052,2021-09-01
3622A2BS0,783649,M,SP,20120901,14530063.79,14529337.323133843,,,3.5,3.799,110,238,,0.31038458874911945,0.28270214044281383,0.2823129044158147,0.2804888460780368,0.03506291644251658,0.021179097296658234,0.016163633443249004,0.014437391654821052,2021-09-01
3622A2BZ4,783656,M,SP,20120901,30408854.27,,,,4,4.296,113,235,,0.2571250038222975,0.2924910935869639,0.2693534761236316,0.26631013238123935,0.05415205243604693,0.03653862596681923,0.026867621626788685,0.023309309696443847,2021-09-01
3622A2C59,783692,M,SP,20121101,19382569.23,,,,3,3.398,108,241,,0.2735971827540119,0.26919218549438173,0.264636044786439,0.262988537903302,0.019333617631009048,0.031400158621956886,0.014209931410931409,0.012871274741284244,2021-09-01
3622A2CF7,783670,M,SP,20121001,18822920.68,,3627188.46,,3,3.408,108,240,,0.29326451557764677,0.2796153409843628,0.2661956972674945,0.2647378819041307,0.016893580272597464,0.04109043492598896,0.01264216167686838,0.011539817232646077,2021-09-01
3622A2CG5,783671,M,SP,20121001,28233910.27,,,,3,3.408,108,240,,0.29326451557764677,0.2796153409843628,0.2661956972674945,0.2647378819041307,0.016893580272597464,0.04109043492598896,0.01264216167686838,0.011539817232646077,2021-09-01
3622A2DB5,783698,M,SP,20121201,1734508.38,5065.857158227622,,,7.5,8.262,287,64,,0.23532229584860154,0.06058102763560491,0.14885418217962332,0.14567272191437253,0.02665635394852972,0.003129491922927774,0.02413924069406348,0.021108834364570117,2021-09-01
3622A2DF6,783702,M,SP,20121201,9445489.3,,,,4,4.415,131,217,,0.3256028806092771,0.2249041081071349,0.275482977766645,0.2740365498526488,0.019581444839087303,0.013065977455266609,0.010814994371406206,0.009439329566822141,2021-09-01
3622A2DG4,783703,M,SP,20121201,21312090.63,31811.426458556416,8861403.23,,4,4.298,112,237,,0.258121015683761,0.2653014598906823,0.26795550132901824,0.26559040474752693,0.03163985881948217,0.027119051233806757,0.020790516425595595,0.018249863107220543,2021-09-01
3622A2E24,783753,M,SP,20130401,1675051.17,,,,5,5.622,218,128,,0.16356786315472494,0.16598093811636516,0.17932154638732278,0.17793192962621107,0.009409665205482254,0.008835390001732502,0.009526550972623338,0.008153730635203749,2021-09-01
3622A2E40,783755,M,SP,20130501,29798873.6,,54629.45,,3,3.337,102,246,,0.28415815453551385,0.29180751614272715,0.26680242591966463,0.2651255115954688,0.02495185779120168,0.03974333453758416,0.015077636058782984,0.013818264647947331,2021-09-01
3622A2EF5,783734,M,SP,20130401,9924588.13,,,,3,3.331,105,242,,0.25846733123076215,0.27725224631010714,0.2602138804477454,0.25871945513155314,0.025507259902897816,0.04050973340588615,0.013976386017201858,0.012835352643634668,2021-09-01
3622A2EH1,783736,M,SP,20130401,8105161.46,,7813826.17,,3.5,3.803,108,241,,0.28255659294950286,0.30068724194245033,0.27469598064664025,0.2727247839700452,0.02919460015916675,0.03545706532566728,0.020827868583645714,0.018795074598417227,2021-09-01
3622A2EJ7,783737,M,SP,20130401,8104225.05,,,,3.5,3.807,103,244,,0.27663815453210583,0.2846493740728675,0.2509880156094435,0.24843916020363255,0.04782329952497011,0.03725471432591099,0.027799119950947082,0.02513024780556239,2021-09-01
3622A2EQ1,783743,M,SP,20130401,8460848.23,,8460001.85,,3.5,3.817,104,244,,0.2953706431539481,0.27325703516915256,0.2542388129721693,0.25173641245923095,0.05582348796523218,0.03286948412892854,0.022192996166091272,0.01945577733997028,2021-09-01
3622A2EY4,783751,M,SP,20130401,30924383.73,,,,4,4.342,108,239,,0.2384354009304176,0.3289266025772377,0.25495712483776156,0.250101885790609,0.03617343262720629,0.070594202131678,0.03922444824793603,0.0335390422322972,2021-09-01
3622A2FM9,783772,M,SP,20130601,4171704.16,,13021.81,,4.5,4.904,124,224,,0.381160756019995,0.29848274217565973,0.2527509186973902,0.2496914946807801,0.046681549348627116,0.07207992193058765,0.03794427321020655,0.034522677860689854,2021-09-01
3622A2FU1,783779,M,SP,20130601,2050004.79,2049327.130154961,,,5.5,6.038,194,154,,0.2662669564131698,0.16074528850160663,0.17887251171611596,0.17501753934079822,0.00940600759812471,0.023358648782715763,0.026090871285156303,0.021652346214485974,2021-09-01
3622A2HE5,783829,M,SP,20131101,99863739.95,13405145.384807328,,,3,3.455,108,240,,0.2822558152396353,0.27746481006757284,0.26261084936059864,0.26101005957059054,0.018842869471210277,0.033986478788901486,0.013455688632813767,0.012129037214558935,2021-09-01
3622A2KB7,783890,M,SP,20140501,3094509.53,,,,7,7.464,205,139,,0.07565763720499807,0.1920654361248626,0.15028107216430664,0.14606453866141123,0.0006494842966142667,0.019720157285312734,0.03235394226237831,0.027628982777844757,2021-09-01
3622A2KJ0,783897,M,SP,20140601,7990157.14,,,7934118.486940695,5,5.401,145,203,,0.16394612811922193,0.0982461439748008,0.222241729135372,0.21940998005891366,0.02886170370993313,0.023068964669849645,0.02268055393798174,0.019569656171387728,2021-09-01
3622A2KK7,783898,M,SP,20140601,12000303.61,336893.96801602066,,11559663.690624382,5,5.369,134,213,,0.2172154127077096,0.22891713279658166,0.2567832722512151,0.2506139673970428,0.05141793865702726,0.011244301843370663,0.059576693439368444,0.0522040359615511,2021-09-01
3622A2L75,783950,M,SP,20141201,1744220.05,,,1743379.6873627813,5,5.307,132,217,,0.27725477344581284,0.2194405404342823,0.2607923294930171,0.25810783590623354,0.03538330067404438,0.02554356800544144,0.022808026263489656,0.019863763659712652,2021-09-01
3622A2LT7,783938,M,SP,20141101,5954240.79,5953290.217698474,,,5.5,5.98,190,158,,0.22537388641771539,0.22919976449890744,0.18192969391776637,0.1790531324019442,0.052721454767120535,0.06654803923767239,0.022557374382512374,0.01940407279766665,2021-09-01
3622A2M90,783984,M,SP,20150301,2503569.14,94150.3510102597,,2366528.0735295108,5,5.379,136,213,,0.24181766893254653,0.2611865554159618,0.23347682866858932,0.22926653918275097,0.04575003272553735,0.0036006641696224584,0.03692745640729367,0.03204300891274858,2021-09-01
3622A2MB5,783954,M,SP,20141201,3377921.46,,,3377093.6193155413,5,5.523,162,188,,0.2482616101497871,0.11829174845517176,0.23018683698697562,0.22679823051382753,0.02469573626133592,0.020567565912585573,0.024400171002915583,0.020407322789918636,2021-09-01
3622A2MK5,783962,M,SP,20150201,131501057.55,,,131500003.39669351,3.5,3.8,107,241,,0.2846397881809226,0.26270001274683863,0.2749031273465554,0.2732283197794051,0.025421663938416272,0.01911803250724553,0.017733656859651226,0.016116782152173825,2021-09-01
3622A2MW9,783973,M,SP,20150201,2914204.9,,,2913209.6929476266,5.5,5.938,154,195,,0.24355627685372194,0.23211540918885876,0.20768036109720567,0.2050993542228341,0.029268807711919864,0.02513423597894171,0.019657600771368133,0.016765929763305376,2021-09-01
3622A2MZ2,783976,M,SP,20150301,163930694.5,,3021074.51,477011.099561585,3.5,3.799,106,242,,0.2821562656328983,0.2592229861732601,0.2711626446125833,0.26937819956366305,0.02915752270434946,0.019389841016854703,0.019064291761024088,0.017317904537765938,2021-09-01
3622A2N40,784011,M,SP,20150601,19767814.81,18883607.481407374,,,5,5.38,138,209,,0.19731036321957107,0.18000064142684258,0.2432229222550869,0.23841026992475167,0.0421309550229243,0.01625798802141165,0.04442148358939546,0.03878403379637352,2021-09-01
3622A2N99,784016,M,SP,20150701,1792612.03,,,,3.5,3.849,92,258,,0.3298038936380423,0.3144367982348305,0.3149429540729146,0.31245466303732405,0.052562422248012886,0.039855218556329786,0.030933073790781696,0.028616354965615765,2021-09-01
3622A2NQ1,783999,M,SP,20150501,14583976.89,,14583246.93,,3.5,3.875,78,274,,0.39338949538583456,0.35503299427615487,0.36683440871886563,0.36384321894919325,0.08098626257492736,0.06173706909215371,0.04718150501167229,0.04420035728232152,2021-09-01
3622A2NR9,784000,M,SP,20150501,3340608.19,103977.3944964609,,88868.76587378021,6.5,7.278,238,109,,0.08151197208929217,0.06051547463643503,0.12451536698002585,0.12262212075777001,0.010708371788305082,0,0.01699149862332705,0.015001011787899698,2021-09-01
3622A2NX6,784006,M,SP,20150601,14637240.04,,14112799.89,,3.5,3.875,78,274,,0.39338949538583456,0.35503299427615487,0.36683440871886563,0.36384321894919325,0.08098626257492736,0.06173706909215371,0.04718150501167229,0.04420035728232152,2021-09-01
3622A2PS5,784033,M,SP,20150901,2003706.28,487065.33448104176,,,6,6.468,174,176,,0.19420818477708135,0.2765617397404867,0.18677659531645052,0.17977683217739138,0.028226188665245844,0.0022045771322773966,0.0468415911649227,0.03886002621368623,2021-09-01
3622A2QD7,784052,M,SP,20151001,20416950.91,,,12439521.818775682,5.5,5.979,178,172,,0.14925365763467935,0.34789655181328516,0.2259576050143296,0.21763188983379655,0.002847274742920458,0.09482766965090605,0.06435350839679799,0.054490944696038546,2021-09-01
3622A2QR6,784064,M,SP,20151101,3423932.02,498273.2077965761,,,7,7.403,190,154,,0.18319054165541915,0.16482942735826112,0.17367807277697,0.16846658485226595,0.02918359034750595,0.08938106990889993,0.04142883310978995,0.0355531661822287,2021-09-01
3622A2R20,784105,M,SP,20160201,92499279.28,,,,4,4.351,83,267,,0.32253551116706736,0.3242097348241795,0.2985721305935527,0.2954764788769719,0.06357517829130721,0.05719855893094339,0.03610382782124488,0.032951954089977975,2021-09-01
3622A2R38,784106,M,SP,20160201,96984257.79,,,,3.5,3.877,69,284,,0.40579639956513436,0.3536141588744063,0.3691273351911748,0.36656031540915623,0.08170928111927811,0.06092922881451601,0.041139916869789905,0.03879170540301502,2021-09-01
3622A2R87,784111,M,SP,20160201,11414960.54,,,,3,3.481,69,284,,0.3680634687555602,0.34693844684216757,0.3624238429241715,0.3602140542035157,0.04910974179978733,0.047044014388986644,0.02759173091684597,0.02607376364445191,2021-09-01
